Company name_1,Status_1,Year_1,Current assets_1,Cost goods sold_1,DEP and AMO_1,EBITDA_1,Inventory_1,Net income_1,Total Receivables_1,Market value_1,Net sales_1,Total assets_1,Long-term debt_1,EBIT_1,Gross Profit_1,Current Liabilities _1,Retained Earnings_1,Total Revenue_1,Total Liabilities_1,Operating Expenses_1,Current assets_2,Cost goods sold_2,DEP and AMO_2,EBITDA_2,Inventory_2,Net income_2,Total Receivables_2,Market value_2,Net sales_2,Total assets_2,Long-term debt_2,EBIT_2,Gross Profit_2,Current Liabilities _2,Retained Earnings_2,Total Revenue_2,Total Liabilities_2,Operating Expenses_2,Current assets_3,Cost goods sold_3,DEP and AMO_3,EBITDA_3,Inventory_3,Net income_3,Total Receivables_3,Market value_3,Net sales_3,Total assets_3,Long-term debt_3,EBIT_3,Gross Profit_3,Current Liabilities _3,Retained Earnings_3,Total Revenue_3,Total Liabilities_3,Operating Expenses_3
C_3511,alive,2000,40.297,36.161,4.79,-3.835,15.402,-7.495,4.475,486.3443,55.037,59.934,0.0,-8.625,18.876,18.776,-198.297,55.037,18.882,58.872,58.975,42.741,5.367,-8.174,13.393,-23.22,0.546,158.3286,58.832,75.889,0.0,-13.541,16.091,10.893,-222.632,58.832,15.951,67.006,51.12,38.548,4.94,-2.208,14.509,-62.82,7.463,80.468,59.931,63.958,0.0,-7.148,21.383,17.836,-284.053,59.931,64.836,62.139
C_3512,alive,2016,1716.938,363.437,207.032,534.06,0.0,266.826,438.873,8982.7367,2422.532,5240.365,0.0,327.028,2059.095,1714.946,1843.008,2422.532,2045.219,1888.472,1682.593,491.29,194.508,586.257,61.884,136.563,451.144,13016.5014,2724.88,5396.414,134.063,391.749,2233.59,1614.109,2077.894,2724.88,2116.69,2138.623,1543.797,575.465,202.063,601.233,122.407,432.518,554.217,13363.6955,3121.058,6145.974,125.535,399.17,2545.593,2102.415,2430.511,3121.058,2660.959,2519.825
C_3513,alive,2016,460.425,469.595,16.586,60.754,189.4,189.9,128.5,1031.5114,871.192,801.282,0.256,44.168,401.597,186.854,268.663,871.192,192.682,810.438,465.984,548.244,17.605,107.706,262.486,40.806,95.267,1318.2238,1048.736,991.157,9.544,90.101,500.492,314.374,317.915,1048.736,331.782,941.03,524.906,644.517,19.948,152.051,338.057,104.74,72.087,1446.0183,1242.834,1052.944,7.73,132.103,598.317,303.237,400.099,1242.834,318.636,1090.783
C_3514,alive,2005,87.934,25.162,2.641,22.206,12.536,12.044,15.786,625.2926,94.398,106.998,0.0,19.565,69.236,14.725,-26.436,94.398,14.928,72.192,122.533,37.719,3.137,36.467,23.801,20.469,22.286,813.7353,141.68,157.121,0.0,33.33,103.961,27.822,-5.949,141.68,27.822,105.213,174.127,51.711,4.379,47.812,44.267,26.883,25.734,1473.4998,191.13,216.998,0.0,43.433,139.419,45.796,20.789,191.13,45.796,143.318
C_3517,alive,1999,21.733,18.629,1.607,0.66,4.678,-0.157,3.927,34.3688,19.289,47.815,2.733,-0.947,0.66,3.546,-37.938,19.289,6.279,18.629,21.004,23.075,3.099,2.722,6.354,-0.423,3.781,12.8108,25.797,46.368,2.098,-0.377,2.722,3.786,-38.398,25.797,5.884,23.075,15.887,16.773,3.025,0.768,6.124,-3.048,3.679,11.0741,25.027,41.385,1.738,-2.257,8.254,2.222,-41.516,25.027,3.96,24.259
C_3518,alive,2016,25.649,60.133,4.757,-54.21,0.0,33.572,1.157,371.0214,5.923,142.572,1.462,-58.967,-54.21,8.85,-197.059,5.923,12.064,60.133,42.623,0.168,3.296,-37.36,0.0,-19.976,3.046,272.7619,3.458,173.241,0.15,-40.656,3.29,6.879,-215.846,3.458,8.978,40.818,36.358,0.302,3.273,-37.722,0.0,-45.99,3.719,116.0752,4.988,101.66,0.104,-40.995,4.686,6.812,-260.43,4.988,9.414,42.71
C_3519,alive,2001,14.613,48.831,2.212,7.427,6.693,3.639,6.285,6.4538,64.084,36.374,18.578,5.215,15.253,12.21,-23.057,64.084,31.219,56.657,13.92,49.291,2.24,6.783,7.317,1.753,5.432,7.0588,63.803,34.544,14.917,4.543,14.512,11.357,-21.304,63.803,27.636,57.02,14.11,52.15,2.079,7.455,7.144,2.745,4.988,11.8487,67.378,34.26,13.339,5.376,15.228,8.721,-18.776,67.378,24.824,59.923
C_352,alive,2016,26.805,63.925,0.368,1.747,14.888,0.714,10.788,5.4015,87.284,31.466,0.978,1.379,23.359,19.66,-2.808,87.284,21.205,85.537,29.383,67.75,0.359,1.939,16.231,0.514,11.523,5.9508,92.33,33.474,0.646,1.58,24.58,21.486,-2.293,92.33,22.699,90.391,31.479,77.381,0.299,2.739,18.741,3.071,11.385,6.0515,104.658,36.68,0.603,2.44,27.277,21.876,0.778,104.658,22.833,101.919
C_3520,alive,2004,195.289,172.74,11.058,90.443,29.758,32.434,64.076,886.8662,451.467,365.742,3.103,79.385,278.727,32.182,138.385,451.467,64.717,361.024,168.473,216.465,15.402,77.685,34.467,60.398,110.675,976.4404,491.515,429.317,190.315,62.283,275.05,47.611,16.453,491.515,270.166,413.83,180.087,366.975,24.347,88.325,37.554,33.672,117.309,961.5683,675.487,477.446,238.711,63.978,308.512,62.227,11.112,675.487,315.53,587.162
C_3522,alive,2009,41.703,67.461,4.759,15.826,14.933,9.129,15.086,93.9267,98.386,100.936,0.0,11.067,30.925,18.68,50.944,98.386,18.722,82.56,55.611,76.712,5.121,19.307,15.945,13.09,19.24,115.4438,115.031,118.976,0.0,14.186,38.319,13.036,65.619,115.031,13.079,95.724,79.188,103.56,5.485,19.811,25.41,11.536,26.005,76.5238,149.896,149.919,0.0,14.326,46.336,24.197,83.022,149.896,24.243,130.085
C_3524,failed,2004,70.656,300.608,14.315,1.333,49.503,-10.48,1.504,63.1684,399.25,155.208,4.368,-12.982,98.642,54.32,-6.494,399.25,85.159,397.917,115.219,313.926,13.386,25.002,62.801,28.251,3.899,206.6211,438.738,197.496,1.877,11.616,124.812,68.668,21.757,438.738,94.333,413.736,122.834,332.631,12.02,27.036,70.738,12.602,3.813,181.2888,462.134,205.572,1.06,15.016,129.503,60.561,34.359,462.134,86.179,435.098
C_3525,alive,2010,786.531,1675.784,61.446,286.464,41.987,385.405,459.952,1629.2107,2333.512,1845.658,699.169,225.018,657.728,489.273,911.435,2333.512,1316.774,2047.048,629.066,1614.753,60.708,298.685,41.12,113.43,448.32,814.3328,2235.959,1644.447,587.56,237.977,621.206,487.762,1024.341,2235.959,1194.913,1937.274,601.452,1562.29,57.955,288.537,43.253,118.985,426.899,999.4133,2162.084,1589.035,565.061,230.582,599.794,450.882,1132.114,2162.084,1115.472,1873.547
C_3526,failed,2003,121.065,486.981,20.817,59.6,12.955,18.666,0.0,489.3151,591.401,488.495,0.0,38.783,104.42,49.121,246.707,591.401,67.396,531.801,113.074,553.983,22.95,67.915,12.765,31.213,0.0,573.16,669.527,498.292,0.0,44.965,115.544,73.752,256.669,669.527,105.511,601.612,110.571,565.488,22.425,55.732,12.859,30.961,0.0,491.8216,669.355,517.813,0.0,33.307,103.867,69.916,272.0,669.355,105.472,613.623
C_3527,alive,2016,42.409,33.932,1.895,15.309,25.116,6.019,1.552,190.7808,206.54,50.259,7.409,13.414,172.608,28.55,-108.033,206.54,38.128,191.231,35.546,33.456,1.643,10.294,16.575,1.608,2.247,61.6246,199.489,45.249,5.44,8.651,166.033,23.355,-107.086,199.489,30.722,189.195,38.938,33.985,1.325,13.631,13.627,5.761,2.518,89.645,203.204,51.142,3.412,12.306,169.219,23.805,-102.717,203.204,29.195,189.573
C_3529,alive,2013,13.033,85.848,16.525,20.878,4.344,-9.399,2.617,67.0275,124.995,118.437,141.44,4.353,39.147,12.485,-57.826,124.995,156.218,104.117,13.756,91.427,17.207,22.665,5.046,-7.129,2.844,46.3069,132.921,114.739,144.595,5.458,41.494,13.296,-65.18,132.921,160.147,110.256,15.817,95.331,16.878,24.113,5.371,-6.244,2.995,41.7279,138.328,112.624,148.253,7.235,42.997,13.815,-71.839,138.328,164.972,114.215
C_353,alive,2016,138.849,130.996,13.442,61.647,25.814,32.807,35.292,597.2249,238.094,262.819,0.0,48.205,107.098,68.514,158.442,238.094,88.73,176.447,114.135,131.779,14.257,73.045,25.618,42.014,38.051,874.599,252.56,254.738,0.0,58.788,120.781,27.34,195.934,252.56,43.809,179.515,126.232,156.442,17.624,75.449,39.699,43.143,45.01,1164.7582,284.188,316.469,25.0,57.825,127.746,28.935,232.713,284.188,69.713,208.739
C_3530,failed,2006,19.321,18.193,1.535,-14.609,4.202,-17.13,4.711,30.2161,28.988,27.198,0.0,-16.144,10.795,10.01,-127.52,28.988,10.01,43.597,5.175,10.19,0.528,-9.482,1.546,-20.998,2.296,16.4671,15.317,6.176,0.0,-10.01,5.127,9.088,-148.518,15.317,9.088,24.799,8.092,8.768,0.56,-12.718,0.796,-10.945,4.656,4.63,13.927,9.636,0.988,-13.278,5.159,5.26,-158.871,13.927,6.817,26.645
C_3531,alive,2014,140.197,22.15,0.852,26.836,10.703,25.208,40.268,437.5532,134.79,181.831,0.0,25.984,112.64,26.443,-131.884,134.79,26.557,107.954,168.521,21.417,0.931,41.668,10.976,29.463,39.363,455.7128,157.257,216.619,0.0,40.737,135.84,36.82,-116.424,157.257,36.907,115.589,195.733,21.913,0.985,34.22,16.587,30.729,41.51,553.3596,160.096,241.898,0.0,33.235,138.183,26.441,-89.285,160.096,26.533,125.876
C_3532,alive,2015,12513.0,15662.0,681.0,7664.0,1753.0,3833.0,7411.0,51412.65,28118.0,63848.0,23594.0,6983.0,12456.0,8002.0,-78827.0,28118.0,40200.0,20454.0,13485.0,15895.0,669.0,8387.0,2062.0,3926.0,8699.0,74521.16,29318.0,65966.0,22392.0,7718.0,13423.0,9703.0,-74965.0,29318.0,41600.0,20931.0,15219.0,17139.0,694.0,8979.0,2401.0,5247.0,9401.0,71346.6,31271.0,69209.0,18294.0,8285.0,14132.0,14077.0,-69645.0,31271.0,40798.0,22292.0
C_3533,alive,2009,284.95,821.05,118.12,375.581,13.617,136.096,162.867,2426.8465,1550.477,1877.194,482.104,257.461,729.427,163.467,268.282,1550.477,975.279,1174.896,443.298,853.298,116.783,450.964,13.276,181.574,195.444,2582.9241,1669.205,2047.831,494.271,334.181,815.907,174.75,314.798,1669.205,1050.082,1218.241,342.194,1007.467,125.504,453.615,17.916,177.311,259.702,2237.4642,1847.52,2117.66,256.778,328.111,840.053,566.643,177.964,1847.52,1231.746,1393.905
C_3534,alive,2016,73.496,398.835,29.954,30.264,0.413,-7.699,62.113,72.354,429.099,294.968,131.733,0.31,30.264,57.662,58.172,429.099,236.505,398.835,64.591,419.981,28.463,26.552,0.458,7.497,57.925,150.2796,446.533,253.855,90.441,-1.911,26.552,64.036,65.46,446.533,187.367,419.981,72.653,486.242,28.324,47.818,0.722,12.204,61.107,125.1791,534.06,321.804,138.76,19.494,47.818,69.009,77.664,534.06,241.334,486.242
C_3537,alive,2002,63.6,346.834,2.871,8.253,8.334,3.737,44.461,62.8768,397.437,99.495,0.0,5.382,50.603,19.75,24.155,397.437,20.094,389.184,75.147,380.24,2.351,10.078,8.614,4.985,40.001,121.0207,435.713,110.0,0.0,7.727,55.473,23.462,29.14,435.713,24.487,425.635,74.985,494.788,2.247,12.408,10.348,7.011,42.152,104.5075,559.964,114.554,0.0,10.161,65.176,18.005,36.151,559.964,19.943,547.556
C_3538,alive,2012,2.84,1.149,0.193,-2.591,0.067,-3.503,0.048,2.5686,1.335,2.921,0.0,-2.784,0.186,0.334,-76.723,1.335,0.334,3.926,1.216,0.036,0.041,-1.381,0.038,-1.417,0.002,0.9357,0.043,1.223,0.0,-1.422,0.007,0.273,-78.377,0.043,0.273,1.424,0.424,0.025,0.006,-0.715,0.0,-0.719,0.0,0.3396,0.031,0.424,0.0,-0.721,0.006,0.392,-79.297,0.031,0.392,0.746
C_3540,alive,2000,19.659,28.4,2.051,-18.619,0.0,-26.747,9.186,19.7007,51.422,27.56,0.153,-20.67,23.022,26.945,-81.696,51.422,32.783,70.041,17.426,20.243,1.361,2.17,0.0,1.486,11.481,12.1395,49.065,25.012,0.149,0.809,28.822,22.88,-80.353,49.065,28.599,46.895,26.954,18.564,0.934,2.245,0.0,20.563,5.435,21.5686,41.913,30.463,0.0,1.311,23.349,10.881,-60.014,41.913,13.48,39.668
C_3542,alive,1999,26.216,13.795,2.769,-5.041,11.069,-8.311,7.841,46.6533,22.226,34.478,7.049,-7.81,8.431,13.22,-24.7,22.226,21.031,27.267,20.927,13.72,1.491,-9.616,8.355,-6.747,7.014,21.291,17.059,29.466,6.848,-11.107,3.339,15.038,-31.447,17.059,21.919,26.675,22.959,18.394,1.281,0.309,7.516,3.203,6.788,10.1472,29.601,30.561,6.763,-0.972,11.207,13.014,-28.244,29.601,19.809,29.292
C_3543,alive,2004,195.268,133.849,42.446,147.136,4.703,65.452,58.708,1314.7099,410.062,392.738,34.324,104.69,276.213,148.735,195.866,410.062,196.364,262.926,113.152,135.475,35.986,150.173,4.579,71.616,63.092,1065.7878,417.746,337.095,61.803,114.187,282.271,121.696,142.682,417.746,193.938,267.573,178.6,116.392,29.989,101.293,5.615,42.799,89.786,1277.76,340.874,468.492,127.71,71.304,224.482,147.439,172.172,340.874,284.321,239.581
C_3544,alive,2016,78.39,253.483,12.3,-2.699,36.834,-17.783,3.065,50.4296,381.605,134.62,0.0,-14.999,128.122,46.906,57.017,381.605,63.325,384.304,69.951,252.399,12.434,-10.209,41.361,-22.024,2.798,48.0492,365.906,119.364,0.0,-22.643,113.507,52.335,34.993,365.906,68.955,376.115,57.685,246.269,10.158,-22.124,41.039,-32.839,3.035,23.0124,348.9,91.103,0.0,-32.282,102.631,48.682,4.137,348.9,70.58,371.024
C_3545,alive,2016,569.097,158.924,19.05,118.067,49.264,63.084,56.161,2407.4043,379.372,704.688,0.0,99.017,220.448,40.537,495.708,379.372,44.533,261.305,864.662,733.636,66.569,203.771,288.657,68.644,219.6,4365.36,1292.613,1496.951,0.0,137.202,558.977,210.292,570.665,1292.613,298.697,1088.842,927.036,755.277,74.735,263.75,311.163,28.793,181.202,4705.3483,1400.04,1585.391,0.0,189.015,644.763,249.289,603.802,1400.04,321.736,1136.29
C_3546,alive,2004,93.256,654.127,30.793,103.627,12.564,47.53,12.539,1089.8987,812.563,565.661,37.136,72.834,158.436,100.798,202.253,812.563,159.718,708.936,111.795,672.307,31.244,110.855,14.516,51.579,15.807,1017.5788,839.266,600.925,38.991,79.611,166.959,105.532,248.284,839.266,175.438,728.411,124.808,794.73,37.05,113.718,16.274,39.371,15.663,1003.9369,986.914,695.212,166.29,76.668,192.184,134.043,284.082,986.914,334.52,873.196
C_3549,alive,2005,3.925,13.024,0.122,-1.48,2.191,-5.409,1.15,3.5357,16.605,4.414,2.043,-1.602,3.581,4.373,-13.211,16.605,6.655,18.085,4.256,7.19,0.085,-2.194,1.348,-3.217,1.096,4.0196,9.762,4.545,0.0,-2.279,2.572,1.785,-16.665,9.762,1.785,11.956,3.91,8.675,0.088,-0.229,1.487,-1.539,1.271,2.8102,11.601,4.105,0.0,-0.317,2.926,2.655,-18.203,11.601,2.655,11.83
C_355,alive,2011,3.709,7.491,0.387,-4.493,1.131,-5.31,1.607,1.1821,8.069,3.927,0.0,-4.88,0.578,5.227,-17.523,8.069,5.268,12.562,3.009,5.496,0.097,-4.354,0.466,-5.592,2.439,1.2216,6.338,3.211,0.0,-4.451,0.842,9.943,-23.115,6.338,9.985,10.692,1.241,3.875,0.055,-2.178,0.0,-2.058,0.128,2.5697,4.429,1.337,0.0,-2.233,0.554,9.062,-25.173,4.429,9.062,6.607
C_3550,alive,2016,3471.512,5714.398,405.778,1678.035,1675.751,930.362,1376.151,14809.8662,8959.087,10230.596,1128.747,1272.257,3244.689,2718.32,4199.887,8959.087,4423.413,7281.052,4072.967,6002.612,442.925,1859.352,1948.663,971.638,1558.159,20532.7539,9491.29,12094.853,1559.895,1416.427,3488.678,2655.355,5445.979,9491.29,4998.381,7631.938,4509.296,6564.986,518.156,1707.491,2287.615,861.704,1606.159,8457.0267,9983.634,13099.123,1515.601,1189.335,3418.648,3266.239,5796.589,9983.634,5659.064,8276.143
C_3551,alive,2015,43.416,12.284,0.026,-12.005,0.0,-12.551,0.357,92.644,0.279,43.644,0.0,-12.031,-12.005,3.938,-22.58,0.279,3.938,12.284,36.411,23.14,0.075,-23.133,0.0,-23.389,3.615,155.8221,0.007,36.554,0.0,-23.208,-23.133,6.967,-45.969,0.007,6.967,23.14,66.955,40.383,0.1,-40.297,0.0,-39.911,3.445,52.3522,0.086,67.327,0.0,-40.397,-40.297,9.725,-117.892,0.086,9.725,40.383
C_3552,alive,2016,504.856,1226.38,41.938,155.997,186.824,51.027,183.24,1019.6064,1684.928,1058.296,404.147,114.059,458.548,326.534,-313.259,1684.928,776.979,1528.931,533.631,1322.379,41.318,154.754,198.296,54.724,203.514,1090.7727,1770.278,1051.173,387.29,113.436,447.899,316.048,-255.577,1770.278,745.926,1615.524,590.735,1505.218,42.325,192.853,254.531,63.106,234.309,810.999,2000.577,1110.375,403.076,150.528,495.359,335.699,-192.999,2000.577,780.11,1807.724
C_3553,alive,2006,188.035,539.596,4.894,11.196,16.274,1.143,146.753,93.7061,631.632,305.021,0.0,6.302,92.036,97.497,126.679,631.632,99.81,620.436,193.965,526.166,4.687,-1.647,15.811,-112.233,153.563,84.4767,586.907,206.584,0.0,-6.334,60.741,117.694,9.287,586.907,118.75,588.554,135.329,496.072,4.086,7.46,7.89,-13.156,91.649,29.2749,565.83,142.987,0.0,3.374,69.758,76.042,-3.876,565.83,76.042,558.37
C_3554,alive,2016,45.599,6.757,3.613,5.879,0.487,-0.972,8.108,72.4797,35.542,85.823,24.599,2.266,28.785,41.392,-271.87,35.542,67.577,29.663,86.578,11.038,6.058,8.17,0.509,-5.722,13.361,176.387,54.442,203.311,66.99,2.112,43.404,69.552,-277.66,54.442,139.537,46.272,159.915,26.607,12.915,7.999,3.117,-7.548,16.028,77.6326,88.952,361.1,107.229,-4.916,62.345,148.472,-284.549,88.952,258.582,80.953
C_3555,alive,2013,8.197,7.59,0.208,-7.584,0.804,-6.594,0.726,20.5006,8.039,9.454,2.604,-7.792,0.449,20.307,-75.303,8.039,22.911,15.623,8.444,3.91,0.336,-4.293,0.23,-6.842,0.937,23.7763,4.05,16.642,6.533,-4.629,0.14,20.451,-82.145,4.05,26.984,8.343,6.674,0.644,1.363,-2.378,0.0,-8.089,0.445,14.7499,0.766,11.741,0.0,-3.741,0.122,28.839,-90.234,0.766,28.839,3.144
C_3557,alive,2003,92.452,22.304,3.369,-7.771,0.0,-10.513,19.165,166.8723,75.774,124.688,0.0,-11.14,53.47,19.932,-84.739,75.774,19.983,83.545,101.548,28.826,3.829,3.236,0.0,-5.841,30.063,231.0732,106.811,187.652,0.0,-0.593,77.985,34.177,-90.29,106.811,35.123,103.575,101.414,35.588,3.118,8.575,0.0,6.342,31.32,349.194,123.385,206.549,0.281,5.457,87.797,34.969,-85.596,123.385,37.593,114.81
C_3558,alive,2003,4.182,8.677,0.601,1.893,0.074,4.394,2.54,2.922,14.128,10.544,1.302,1.292,5.451,2.504,-13.828,14.128,3.806,12.235,4.225,7.976,0.58,1.087,0.07,-0.251,2.765,3.409,13.198,10.036,1.057,0.507,5.222,2.492,-14.079,13.198,3.549,12.111,3.576,7.193,0.437,0.01,0.092,-0.558,2.385,3.896,12.182,9.306,0.019,-0.427,4.989,3.358,-14.637,12.182,3.377,12.172
C_3559,alive,2016,17417.0,6915.0,949.0,2662.0,77.0,420.0,1877.0,12940.6982,11584.0,40292.0,18131.0,1713.0,4669.0,16717.0,-11938.0,11584.0,36088.0,8922.0,23372.0,7045.0,972.0,2809.0,98.0,1465.0,2176.0,15456.75,12052.0,48269.0,17927.0,1837.0,5007.0,23293.0,-10203.0,12052.0,42183.0,9243.0,14514.0,3824.0,1009.0,2992.0,116.0,1005.0,2217.0,15844.67,9498.0,38327.0,16429.0,1983.0,5674.0,14229.0,-9377.0,9498.0,31283.0,6506.0
C_356,alive,2016,16361.0,53925.0,9558.0,26478.0,0.0,8695.0,7955.0,164049.0591,80403.0,180500.0,55566.0,16920.0,26478.0,21535.0,23174.0,80403.0,122880.0,53925.0,16060.0,56464.0,10267.0,28062.0,0.0,22714.0,8546.0,186012.5454,84526.0,186949.0,59422.0,17795.0,28062.0,21561.0,38571.0,84526.0,116143.0,56464.0,21848.0,64308.0,11017.0,30199.0,0.0,11731.0,11104.0,154109.0061,94507.0,251684.0,107345.0,19182.0,30199.0,27603.0,41615.0,94507.0,177866.0,64308.0
C_3560,alive,2000,35.648,59.619,5.606,14.354,5.927,-4.92,24.993,24.38,97.295,85.898,36.751,8.748,37.676,47.033,-62.932,97.295,86.559,82.941,37.699,65.891,4.404,18.445,7.384,-1.033,26.441,77.358,106.794,92.653,60.772,14.041,40.903,32.753,-65.181,106.794,95.293,88.349,35.066,70.132,4.424,17.798,5.767,-34.035,27.382,15.6168,111.554,54.879,32.313,13.374,41.422,59.698,-101.274,111.554,93.307,93.756
C_3561,alive,2016,83.394,17.607,0.994,-27.178,3.302,-23.434,1.839,183.2908,22.643,87.832,0.0,-28.172,5.036,13.366,-212.472,22.643,13.612,49.821,79.739,18.981,2.502,-26.996,5.081,-25.24,4.66,233.7888,27.841,91.322,0.0,-29.498,8.86,12.104,-236.557,27.841,13.942,54.837,49.404,18.764,1.959,-34.064,4.797,-35.87,6.178,73.935,24.465,59.549,0.0,-36.023,5.701,10.367,-271.377,24.465,11.836,58.529
C_3562,alive,2016,1165.717,1823.758,115.205,324.9,955.512,24.956,81.508,1036.66,3378.703,2097.872,1582.15,209.695,1554.945,459.92,-578.906,3378.703,2205.49,3053.803,1113.573,1787.671,106.493,354.561,851.931,96.703,100.151,1192.2767,3304.346,1999.955,1389.808,248.068,1516.675,443.764,-489.948,3304.346,1997.763,2949.785,1029.642,1754.19,104.216,355.283,830.426,83.24,73.657,633.786,3239.902,1820.49,1153.242,251.067,1485.712,538.595,-502.027,3239.902,1816.859,2884.619
C_3563,alive,2004,186.864,296.325,3.9,35.148,13.191,18.931,70.021,363.3794,414.43,269.847,86.306,31.248,118.105,28.411,42.697,414.43,122.736,379.282,172.443,359.89,5.314,41.35,15.49,22.728,96.981,438.7157,505.964,313.678,86.306,36.036,146.074,39.749,63.267,505.964,135.732,464.614,176.328,481.052,7.664,43.738,23.096,21.685,125.302,491.1405,657.675,376.385,86.372,36.074,176.623,59.233,70.91,657.675,156.196,613.937
C_3564,alive,2014,42.301,87.703,3.356,-36.09,22.726,-65.595,10.418,19.3152,91.285,51.592,27.848,-39.446,3.582,36.256,-803.686,91.285,69.741,127.375,35.61,68.549,1.974,-15.452,21.45,-27.088,7.673,16.8449,79.75,41.575,29.233,-17.426,11.201,27.36,-829.318,79.75,60.766,95.202,26.409,46.419,0.782,-15.725,16.422,-20.216,4.113,8.7115,52.697,30.689,28.859,-16.507,6.278,26.794,-849.085,52.697,56.701,68.422
C_3565,alive,2016,3165.7,5671.6,274.6,574.9,1514.8,160.1,890.4,4597.8449,7410.5,7168.4,1610.0,300.3,1738.9,2144.9,2672.0,7410.5,4331.2,6835.6,3627.7,6318.4,279.8,699.1,1872.9,186.4,1019.4,5682.5422,8306.5,7971.7,1618.1,419.3,1988.1,2650.6,2892.2,8306.5,4876.4,7607.4,3537.4,7130.1,289.9,790.9,1908.7,285.5,880.3,4260.8148,9352.0,7626.4,1275.3,501.0,2221.9,2766.7,2921.9,9352.0,4632.9,8561.1
C_3566,alive,2010,26.633,46.176,0.938,-5.293,14.191,-6.944,7.552,12.2385,56.269,34.447,0.0,-6.231,10.093,7.49,43.312,56.269,9.618,61.562,23.52,44.872,0.797,-3.226,14.194,-4.355,8.581,6.7024,55.266,30.822,0.0,-4.023,10.394,8.555,38.957,55.266,9.957,58.492,21.125,45.762,0.683,-3.936,13.925,-6.101,6.544,3.3032,56.638,27.832,0.155,-4.619,10.876,11.337,32.856,56.638,12.741,60.574
C_3567,alive,2016,331.963,967.139,32.6,41.399,291.11,0.401,0.0,172.0895,1373.118,527.849,171.792,8.799,405.979,197.191,19.549,1373.118,457.589,1331.719,304.831,955.359,32.333,1.277,270.237,-24.324,0.0,32.625,1330.833,480.932,142.387,-31.056,375.474,209.184,-8.195,1330.833,432.645,1329.556,293.259,887.365,32.447,39.226,255.884,-5.998,0.0,53.6189,1272.732,441.205,153.253,6.779,385.367,167.296,-13.6,1272.732,394.154,1233.506
C_3568,alive,2014,15.316,58.233,0.673,-0.842,5.287,-3.661,8.88,49.1344,72.065,22.498,12.843,-1.515,13.832,8.744,-90.28,72.065,21.59,72.907,19.396,60.052,0.642,2.696,8.216,-0.577,10.006,28.6994,78.649,26.127,14.255,2.054,18.597,9.208,-90.856,78.649,23.832,75.953,22.914,61.177,0.542,8.339,6.61,6.378,12.508,65.4518,86.386,29.395,8.945,7.797,25.209,9.679,-84.478,86.386,19.038,78.047
C_3569,alive,2001,333.461,737.127,36.229,78.865,166.82,-70.146,153.113,7.1982,849.993,764.715,634.821,42.636,112.866,122.061,-51.739,849.993,777.699,771.128,335.824,585.806,32.583,49.333,144.01,-29.364,146.651,0.5999,666.911,734.057,24.235,16.75,81.105,414.13,-87.687,666.911,781.913,617.578,327.974,407.343,23.536,11.031,142.907,-176.099,89.452,0.2999,436.817,566.276,7.77,-12.505,29.474,437.407,-252.143,436.817,778.582,425.786
C_357,failed,2002,19.154,32.305,2.2,-6.908,6.083,6.486,8.284,5.9605,51.721,40.62,16.616,-9.108,19.416,13.29,-133.619,51.721,40.281,58.629,13.014,29.777,1.7,-1.13,4.97,-6.091,3.765,24.662,47.941,30.194,16.227,-2.83,18.164,8.959,-139.91,47.941,35.593,49.071,16.261,23.602,1.5,-3.848,3.834,-7.678,3.292,12.2738,39.583,30.379,0.009,-5.348,15.981,25.034,-148.799,39.583,35.42,43.431
C_3572,alive,2008,98.499,230.284,17.504,21.368,0.0,-68.795,50.528,76.9898,326.853,202.205,0.0,3.864,96.569,59.021,-97.555,326.853,61.853,305.485,74.555,207.465,15.672,48.097,0.0,23.291,44.399,251.2496,307.2,174.661,0.0,32.425,99.735,54.825,-123.1,307.2,59.913,259.103,127.2,249.571,21.989,73.093,0.0,31.051,76.155,324.8594,375.24,323.918,265.0,51.104,125.669,82.011,-268.643,375.24,354.519,302.147
C_3573,alive,2000,31.409,16.771,1.225,-8.967,0.0,-6.794,1.455,40.866,7.804,33.476,0.0,-10.192,-8.967,5.549,-10.833,7.804,5.566,16.771,20.94,14.368,0.915,-8.095,0.0,-8.291,0.279,16.5519,6.273,22.475,0.0,-9.01,-8.095,2.647,-19.096,6.273,2.664,14.368,19.072,5.916,0.402,-3.731,0.0,-2.726,0.0,13.4414,2.185,19.072,0.0,-4.133,-3.731,2.115,-22.01,2.185,2.115,5.916
C_3574,failed,2009,16.101,12.938,1.155,-16.354,5.597,-23.016,6.147,110.6437,16.08,21.032,34.848,-17.509,3.142,29.177,-583.992,16.08,91.537,32.434,31.682,35.385,1.06,-7.438,12.491,-12.685,14.519,241.736,45.882,36.017,34.889,-8.498,10.497,25.899,-596.784,45.882,91.241,53.32,27.209,35.774,1.059,-8.225,12.718,-12.733,11.652,137.3924,44.381,31.529,34.91,-9.284,8.607,14.371,-609.737,44.381,82.635,52.606
C_3577,alive,2016,386.457,544.918,32.787,185.547,125.694,97.961,8.21,1028.3765,974.873,579.847,0.0,152.76,429.955,98.616,290.655,974.873,149.308,789.326,360.584,502.612,30.745,164.823,118.007,89.707,8.588,978.7608,913.38,538.116,0.0,134.078,410.768,97.906,246.481,913.38,146.868,748.557,370.432,492.575,26.848,147.776,125.19,95.608,7.089,851.4253,885.496,527.302,0.0,120.928,392.921,90.218,244.823,885.496,133.425,737.72
